index,ID,label,tanggal,judul,narasi,nama file gambar,text,clean
97,22935,1,2017-11-30 00:00:00,PENDAFTARAN PESERTA UJI NYALI MASIH DUNIA LAIN TRANS 7 DI PABRIK MERCON,"PENDAFTARAN PESERTA ACARA UJI NYALI “MASIH DUNIA LAIN” TELEVISI TRANS 7 :
Buat para spookiers yang pengen ikutan uji nyali, langsung kirim data melalui email, data yang perlu diisi adalah;
Nama :
Umur :
Alamat :
Pekerjaan :
Motivasi ikut uji nyali :
No Telp :",22935.png,"pendaftaran peserta uji nyali masih dunia lain trans 7 di pabrik mercon pendaftaran peserta acara uji nyali “masih dunia lain” televisi trans 7 : buat para spookiers yang pengen ikutan uji nyali, langsung kirim data melalui email, data yang perlu diisi adalah; nama : umur : alamat : pekerjaan : motivasi ikut uji nyali : no telp :",daftar serta uji nyali dunia trans pabrik mercon daftar serta acara uji nyali dunia televisi trans spookiers ken ikut uji nyali langsung kirim data email data isi nama umur alamat kerja motivasi uji nyali telepon
98,23098,1,2017-11-09 00:00:00,"Kartu SIM XL, Indosat, Smarfren, dan Telkomsel Disadap Badan Intelijen AS","Kemenkominfo melalui Badan Regulasi Telekomunikasi Indonesia (BRTI) menyatakan telah menerima laporan investigasi operator seluler terkait dugaan penyadapan pada kartu SIM buatan Gemalto ( Hutchinson 3, XL Axiata, Indosat, Telkomsel) oleh badan intelijen AS, National Security Agency (NSA) dan Government Communication Headquarter (GCHQ).",23098.jpg,"kartu sim xl, indosat, smarfren, dan telkomsel disadap badan intelijen as kemenkominfo melalui badan regulasi telekomunikasi indonesia (brti) menyatakan telah menerima laporan investigasi operator seluler terkait dugaan penyadapan pada kartu sim buatan gemalto ( hutchinson 3, xl axiata, indosat, telkomsel) oleh badan intelijen as, national security agency (nsa) dan government communication headquarter (gchq).",kartu sim xl indosat smartfren telkomsel sadap badan intelijen kemenkominfo badan regulasi telekomunikasi indonesia brti terima lapor investigasi operator seluler kait duga sadap kartu sim buat gemalto hutchinson xl axiata indosat telkomsel badan intelijen national security agency nsa government communication headquarter gchq
99,23171,1,2017-10-23 00:00:00,Rombongan Anies-Sandi Ditilang dan Tak Miliki Izin Patwal di Puncak Bogor,Rombongan Anies-Sandi Ditilang dan Tak Miliki Izin Patwal di Puncak Bogor,23171.jpg,rombongan anies-sandi ditilang dan tak miliki izin patwal di puncak bogor rombongan anies-sandi ditilang dan tak miliki izin patwal di puncak bogor,rombong anies sandi tilang milik izin patwal puncak bogor rombong anies sandi tilang milik izin patwal puncak bogor
100,23339,1,2017-09-16 00:00:00,Foto John Kei yang Sudah Disunting,"Bismillah,
 Hari ini team Mualaf Center Darussalam diwakili Harsha Agousta Brahma Sadewa dan ibu Jenderal Lisze Dewi Purnamawati berangkat ke LP. Batu Nusakambangan Cilacap memastikan niat John Kei masuk Islam..
 Sebelum memutuskan masuk Islam John Kei alias John Refra pemuda asal Tutrean, Pulau Kei pernah di juluki sebagai Godfather of Jakarta..",23339.jpg,"foto john kei yang sudah disunting bismillah, hari ini team mualaf center darussalam diwakili harsha agousta brahma sadewa dan ibu jenderal lisze dewi purnamawati berangkat ke lp. batu nusakambangan cilacap memastikan niat john kei masuk islam.. sebelum memutuskan masuk islam john kei alias john refra pemuda asal tutrean, pulau kei pernah di juluki sebagai godfather of jakarta..",foto john kei sunting bismillah team mualaf center darussalam wakil harsha agousta brahma sadewa jenderal lisze dewi purnamawati berangkat lp batu nusakambangan cilacap niat john kei masuk islam putus masuk islam john kei alias john refra pemuda tutrean pulau kei juluk godfather jakarta
101,23390,0,2017-08-22 00:00:00,Pengoperasionalan Kereta Bandara,"Buat teman2 yang ada kunjungan ke Jakarta, sejak 17 Agustus 2017 sudah ada transportasi kereta api dari bandara Soekarno-Hatta..?",23390.jpg,"pengoperasionalan kereta bandara buat teman2 yang ada kunjungan ke jakarta, sejak 17 agustus 2017 sudah ada transportasi kereta api dari bandara soekarno-hatta..?",operasional kereta bandara teman kunjung jakarta 17 agustus 2017 transportasi kereta api bandara soekarno hatta
102,23414,0,2017-07-18 00:00:00,Tusuk Gigi Sebarkan HIV AIDS,Tusuk Gigi Sebarkan HIV AIDS,23414.jpg,tusuk gigi sebarkan hiv aids tusuk gigi sebarkan hiv aids,tusuk gigi sebar hiv aids tusuk gigi sebar hiv aids
103,23451,1,2017-05-25 00:00:00,Pelaku Bom Kampung Melayu adalah Anggota Polisi,Pelaku Bom Kampung Melayu adalah Anggota Polisi,23451.png,pelaku bom kampung melayu adalah anggota polisi pelaku bom kampung melayu adalah anggota polisi,laku bom kampung melayu anggota polisi laku bom kampung melayu anggota polisi
104,23618,1,2017-03-05 00:00:00,: Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NU,Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NU,23618.jpg,: pembubabaran pengajian ustad khalid basalamah oleh banser nu pembubabaran pengajian ustad khalid basalamah oleh banser nu,pembubabaran aji ustadz khalid basalamah banser nu pembubabaran aji ustadz khalid basalamah banser nu
105,23913,1,2017-01-06 00:00:00,Foto Helikopter-Tank Pertama di Dunia Buatan Turki dan Pakistan,Foto Helikopter-Tank Pertama di Dunia Buatan Turki dan Pakistan,23913.jpg,foto helikopter-tank pertama di dunia buatan turki dan pakistan foto helikopter-tank pertama di dunia buatan turki dan pakistan,foto helikopter tank dunia buat turki pakistan foto helikopter tank dunia buat turki pakistan
106,23982,1,2016-12-19 00:00:00,Es Krim Merek AICE Bosnya Orang Cina dan Bahannya Kimia Semua,"Siang tadi sy mampir di distributor es krim merk _*Aice*_ yg sedang marak penetrasi bisnisnya yg terletak di selatan tugu lilin makam haji, melihat banyak spanduk bertulisan china iseng2 sy tanya penjaga counter yg didepan pinggir jln, bos nya orang mana mba jakarta atau solo, dijawab : “orang china”, lho kok tau kalau org china apa sdh pernah ketemu? Tris dia nunjuk disebuah mobil avanza putih, itu bosnya di dlm mobil itu, ngomongnya aja pake bhs china , dia asli datang dari china ..katanya. Penasaran sy tunggu si bos keluar dari mobil, betul ternyata chino!!",23982.jpg,"es krim merek aice bosnya orang cina dan bahannya kimia semua siang tadi sy mampir di distributor es krim merk _*aice*_ yg sedang marak penetrasi bisnisnya yg terletak di selatan tugu lilin makam haji, melihat banyak spanduk bertulisan china iseng2 sy tanya penjaga counter yg didepan pinggir jln, bos nya orang mana mba jakarta atau solo, dijawab : “orang china”, lho kok tau kalau org china apa sdh pernah ketemu? tris dia nunjuk disebuah mobil avanza putih, itu bosnya di dlm mobil itu, ngomongnya aja pake bhs china , dia asli datang dari china ..katanya. penasaran sy tunggu si bos keluar dari mobil, betul ternyata chino!!",es krim merek aice bos orang cina bahan kimia siang mampir distributor es krim merk aice marak penetrasi bisnis letak selatan tugu lilin makam haji spanduk tulis china iseng jaga counter depan pinggir jln bos nya orang mba jakarta solo orang china lho tau org china ketemu tris nunjuk buah mobil avanza putih bos mobil ngomongnya aja pake bhs china asli china penasaran tunggu si bos mobil chino
107,24051,1,2016-12-10 00:00:00,Video yang menunjukkan anak Muslim yang disiksa oleh Budha di Myanmar,Video yang menunjukkan anak ‘Muslim’ yang disiksa oleh ‘Budha’ di Myanmar,24051.png,video yang menunjukkan anak muslim yang disiksa oleh budha di myanmar video yang menunjukkan anak ‘muslim’ yang disiksa oleh ‘budha’ di myanmar,video anak muslim siksa budha myanmar video anak muslim siksa budha myanmar
108,24179,1,2016-11-19 00:00:00,Foto Kerusuhan Demo Anti Trump di Amerika Serikat,Foto Kerusuhan Demo Anti Trump di Amerika Serikat,24179.jpg,foto kerusuhan demo anti trump di amerika serikat foto kerusuhan demo anti trump di amerika serikat,foto rusuh demo anti trump amerika serikat foto rusuh demo anti trump amerika serikat
109,24793,1,2020-08-05 00:00:00,"bentrok antar ormas Gerakan Jaga Indonesia dengan FPI, LPI dan HTI di Kota Bandung pada 27 Juli 2020","Aksi demo yang tanpa tujuan di depan Gedung DPR-MPR yang di lakukan 50 orang simpatisan PDI-P di komandoi oleh Boedi Djarot dkk, yang menginjak-injak, merobek, dan membakar Poster Habib Rizieq Syihab, ternyata berbuntut panjang. Di kota bandung terjadi Bentrok antara Ormas Gerakan Jaga Indonesia ( GJI-PDI-P ) dengan Ormas-ormas Islam FPI, HTI, LPI, pembela dan penjaga Pancasila, Nkri dan Ulama. Akibatnya 7 orang anggota ormasa Gerakan Jaga Indonesia & PDI-P mati kena sabetan pedang Lasykar FPI, dari pihak HTI 1 orang mengalami luka sabetan di bahu. Bukan itu saja Bentrokan pun meluas hingga terjadi Kebakaran beberapa pertokoan yang berdekatan dengan Markas PDI-P, karena lemparan Bom Molotov. Aparat Polisi pun tidak berani ke Tkp",24793.png,"bentrok antar ormas gerakan jaga indonesia dengan fpi, lpi dan hti di kota bandung pada 27 juli 2020 aksi demo yang tanpa tujuan di depan gedung dpr-mpr yang di lakukan 50 orang simpatisan pdi-p di komandoi oleh boedi djarot dkk, yang menginjak-injak, merobek, dan membakar poster habib rizieq syihab, ternyata berbuntut panjang. di kota bandung terjadi bentrok antara ormas gerakan jaga indonesia ( gji-pdi-p ) dengan ormas-ormas islam fpi, hti, lpi, pembela dan penjaga pancasila, nkri dan ulama. akibatnya 7 orang anggota ormasa gerakan jaga indonesia & pdi-p mati kena sabetan pedang lasykar fpi, dari pihak hti 1 orang mengalami luka sabetan di bahu. bukan itu saja bentrokan pun meluas hingga terjadi kebakaran beberapa pertokoan yang berdekatan dengan markas pdi-p, karena lemparan bom molotov. aparat polisi pun tidak berani ke tkp",bentrok ormas gera jaga indonesia fpi lpi hti kota bandung 27 juli 2020 aksi demo tuju gedung dpr mpr laku 50 orang simpatisan pdi komando boedi djarot dkk injak injak robek bakar poster habib rizieq syihab buntut kota bandung bentrok ormas gera jaga indonesia gji pdi ormas ormas islam fpi hti lpi bela jaga pancasila nkri ulama akibat orang anggota ormasa gera jaga indonesia pdi mati kena sabet pedang lasykar fpi hti orang alami luka sabet bahu bentrok luas bakar toko dekat markas pdi lempar bom molotov aparat polisi berani tkp
110,25164,1,2020-07-06 00:00:00,Video Kecelakaan Maut Di Air Terjun Uluk Til Belu NTT,Kecelakaan Maut Di Air Terjun Uluk Til Belu NTT,25164.jpg,video kecelakaan maut di air terjun uluk til belu ntt kecelakaan maut di air terjun uluk til belu ntt,video celaka maut air terjun uluk til belu ntt celaka maut air terjun uluk til belu ntt
111,25240,1,2020-06-26 00:00:00,Aliran Komunis & Gerakan PKI Bangkit Lewat PDIP,"“Lebih jauh, Prijanto mengatakan, istilah petugas partai yang disampaikan Ketua Umum PDIP Megawati Soekarnoputri kepada Jokowi juga dinilai modus komunisme. Sebab, istilah petugas partai mirip dengan pekerja partai yang pernah dikatakan tokoh PKI DN Aidit.",25240.png,"aliran komunis & gerakan pki bangkit lewat pdip “lebih jauh, prijanto mengatakan, istilah petugas partai yang disampaikan ketua umum pdip megawati soekarnoputri kepada jokowi juga dinilai modus komunisme. sebab, istilah petugas partai mirip dengan pekerja partai yang pernah dikatakan tokoh pki dn aidit.",alir komunis gera pki bangkit pdip prijanto istilah tugas partai ketua pdip megawati soekarnoputri jokowi nilai modus komunisme istilah tugas partai kerja partai tokoh pki dn aidit
112,25358,1,2020-06-11 00:00:00,Gubernur Jakarta Anies Baswedan mendapat penghargaan terbaik di seluruh dunia dalam penanganan COVID-19,GUBERNUR JAKARTA ANIES BASWEDAN MENDAPAT PENGHARGAAN TERBAIK DI SELURUH DUNIA DALAM PENANGANAN COVID-19,25358.png,gubernur jakarta anies baswedan mendapat penghargaan terbaik di seluruh dunia dalam penanganan covid-19 gubernur jakarta anies baswedan mendapat penghargaan terbaik di seluruh dunia dalam penanganan covid-19,gubernur jakarta anies baswedan harga baik dunia tangan covid 19 gubernur jakarta anies baswedan harga baik dunia tangan covid 19
113,25865,1,2020-04-24 00:00:00,masyarakat New Zealand belajar Wudhu,"Kabar Terbaru dari NEW ZEALAND Subhanallah,,,, masyarakat New Zealand pd belajar Wudhu. Dan Kumpul di Lapangan. Mereka Mulai Belajar dan Mendalami Islam Kalau Allah Sudah Berkehendak,, ! Semua bisa terjadi. Allahu Akbar !!! Sungguh Allah Maha Pembolak Balik Hati Manusia",25865.png,"masyarakat new zealand belajar wudhu kabar terbaru dari new zealand subhanallah,,,, masyarakat new zealand pd belajar wudhu. dan kumpul di lapangan. mereka mulai belajar dan mendalami islam kalau allah sudah berkehendak,, ! semua bisa terjadi. allahu akbar !!! sungguh allah maha pembolak balik hati manusia",masyarakat new zealand ajar wudhu kabar baru new zealand subhanallah masyarakat new zealand pd ajar wudhu kumpul lapang ajar dalam islam allah allahu akbar sungguh allah maha bolak hati manusia
114,25943,1,2020-04-14 00:00:00,Sejumlah Polisi India Telah Tiba Di Indonesia,Kabar Terkini.. Sejumlah Polisi India Telah Tiba Di Indonesia Untuk menertibkan Masyarakat yg tdk mau tinggal di rumah..Siapkan Pantat dan Minyak Gosok.,25943.png,sejumlah polisi india telah tiba di indonesia kabar terkini.. sejumlah polisi india telah tiba di indonesia untuk menertibkan masyarakat yg tdk mau tinggal di rumah..siapkan pantat dan minyak gosok.,polisi india indonesia kabar kini polisi india indonesia tertib masyarakat tinggal rumah siap pantat minyak gosok
115,26079,1,2020-04-01 00:00:00,Pasukan Tentara Membantu Melawan Virus Corona di New York,Military vehicles arrived in Manhattan.NEW YORK WUHAN CORONAVIRUS,26079.jpg,pasukan tentara membantu melawan virus corona di new york military vehicles arrived in manhattan.new york wuhan coronavirus,pasu tentara bantu lawan virus corona new york military vehicles arrived manhattan new york wuhan coronavirus
116,26194,1,2020-03-22 00:00:00,Video KELUYURAN DILUAR RUMAH? DI MALAYSIA DITEMBAK API PAKAI DRONE,"KELUYURAN DILUAR RUMAH…??
 DI MALAYSIA DITEMBAK API PAKAI DRONE….",26194.png,video keluyuran diluar rumah? di malaysia ditembak api pakai drone keluyuran diluar rumah…?? di malaysia ditembak api pakai drone….,video keluyur luar rumah malaysia tembak api pakai drone keluyur luar rumah malaysia tembak api pakai drone
117,26269,1,2020-03-17 00:00:00,"Antisipasi Corona, Seluruh BUMN DKI Ditutup","ANTISIPASI CORONA, SELURUH BUMN DKI DITUTUP",26269.png,"antisipasi corona, seluruh bumn dki ditutup antisipasi corona, seluruh bumn dki ditutup",antisipasi corona bumn dki tutup antisipasi corona bumn dki tutup
118,26790,1,2019-12-26 00:00:00,Jokowi Halal Dilengserkan,Manusia yg gk punya nilai dn kuwalitas gk pantas mnjdi apapun di negeri ini..,26790.png,jokowi halal dilengserkan manusia yg gk punya nilai dn kuwalitas gk pantas mnjdi apapun di negeri ini..,jokowi halal lengser manusia gk nilai dn kuwalitas gk mnjdi apa negeri
119,26832,1,2019-12-18 00:00:00,"Sandiwara Dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiri","Sandiwara Dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiri? Sakit jiwa kali yang beginian ya?",26832.png,"sandiwara dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiri sandiwara dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiri? sakit jiwa kali yang beginian ya?",sandiwara dagel koplax perskusi viralkan lapor maaf maaf sandiwara dagel koplax perskusi viralkan lapor maaf maaf sakit jiwa kali
120,26906,1,2019-12-05 00:00:00,"Beredar Surat Rekrutmen Satpol PP, Kepala Satpol PP dan Damkar Sintang Angkat Bicara","Kepala Satpol PP dan Damkar, Martin Nandung: “Gak jelas sumber dan tidak ada penanggungjawab. Ndak ada cap dan tanda tangan,",26906.png,"beredar surat rekrutmen satpol pp, kepala satpol pp dan damkar sintang angkat bicara kepala satpol pp dan damkar, martin nandung: “gak jelas sumber dan tidak ada penanggungjawab. ndak ada cap dan tanda tangan,",edar surat rekruitmen satpol pp kepala satpol pp damkar sintang angkat bicara kepala satpol pp damkar martin nandung gak sumber penanggungjawab ndak cap tanda tangan
121,27177,1,2019-10-09 00:00:00,Ketua KPU Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan,"Ketua KPU Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan,",27177.png,"ketua kpu imbau masyarakat hormati hasil pemilu walau banyak kecurangan ketua kpu imbau masyarakat hormati hasil pemilu walau banyak kecurangan,",ketua kpu imbau masyarakat hormat hasil milu curang ketua kpu imbau masyarakat hormat hasil milu curang
122,27287,1,2019-09-23 00:00:00,Universitas Brawijaya dan UMM Bantah Liburkan Perkuliahan karena Ada Aksi Mahasiswa,"Hoaks, mbak. Kegiatan belajar normal, kegiatan kampus juga normal",27287.png,"universitas brawijaya dan umm bantah liburkan perkuliahan karena ada aksi mahasiswa hoaks, mbak. kegiatan belajar normal, kegiatan kampus juga normal",universitas brawijaya umm bantah libur kuliah aksi mahasiswa hoaks mbak giat ajar normal giat kampus normal
123,27538,1,2017-01-16 00:00:00,Luthfi Abdul Hadi Meminta Maaf kepada Kiai Said Aqil Siroj,"Akhirnya Gus Ipul wakil Gubernur jatim turun tangan menyelesaikan FITNAH yg di tuduhkan kepada ketum PBNU PROF DR KH Said Aqil Siroj.
 Semoga para tukang fitnah tidak kejang2 …",27538.jpg,luthfi abdul hadi meminta maaf kepada kiai said aqil siroj akhirnya gus ipul wakil gubernur jatim turun tangan menyelesaikan fitnah yg di tuduhkan kepada ketum pbnu prof dr kh said aqil siroj. semoga para tukang fitnah tidak kejang2 …,luthfi abdul had maaf kiai said aqil siroj gus ipul wakil gubernur jatim turun tangan selesai fitnah tuduh tum pbnu prof dr kh said aqil siroj moga tukang fitnah kejang
124,27606,1,2019-07-23 00:00:00,Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan,Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan Lihai Tata Kata untuk Bodohi Warga Jakarta,27606.png,asosiasi guru bahasa dan sastra indonesia kecam anies baswedan asosiasi guru bahasa dan sastra indonesia kecam anies baswedan lihai tata kata untuk bodohi warga jakarta,asosiasi guru bahasa sastra indonesia kecam anies baswedan asosiasi guru bahasa sastra indonesia kecam anies baswedan lihai tata bodoh warga jakarta
125,27617,1,2019-07-20 00:00:00,Khoirul Anwar Penemu 4G LTE,"Khoirul Anwar dianggap gila. Ditertawakan. Bahkan dicemooh. Idenya dianggap muskil. Tak masuk akal. Semua ilmuwan yang berkumpul di Hokkaido, Jepang, itu menganggap pemikiran yang dipresentasikan itu tak berguna. …",27617.png,"khoirul anwar penemu 4g lte khoirul anwar dianggap gila. ditertawakan. bahkan dicemooh. idenya dianggap muskil. tak masuk akal. semua ilmuwan yang berkumpul di hokkaido, jepang, itu menganggap pemikiran yang dipresentasikan itu tak berguna. …",khoirul anwar temu 4g lte khoirul anwar anggap gila tertawa cemooh ide anggap muskil masuk akal ilmuwan kumpul hokkaido jepang anggap pikir presentasi guna
126,27940,1,2019-05-19 00:00:00,Syukuran Jokowi 2 p,"Syukuran Jokowi 2 p,, tnp kamera ,bawa bekal sendiri, kompak,, salam Jokowi",27940.png,"syukuran jokowi 2 p syukuran jokowi 2 p,, tnp kamera ,bawa bekal sendiri, kompak,, salam jokowi",syukur jokowi syukur jokowi kamera bawa bekal kompak salam jokowi
127,27969,1,2019-05-13 00:00:00,Video Polisi Tembak Saksi Saat Rekap Pleno KPU,Polisi menembak saksi yang tidak trima rekap pleno KPU,27969.jpg,video polisi tembak saksi saat rekap pleno kpu polisi menembak saksi yang tidak trima rekap pleno kpu,video polisi tembak saksi rekap pleno kpu polisi tembak saksi trima rekap pleno kpu
128,28265,0,2019-03-28 00:00:00,Penjelasan KPU Gowa terkait Baliho Surat Suara yang Tidak Mencantumkan Foto Capres-Cawapres Prabowo-Sandi,"Hari ini
Pemasangan baliho contoh surat suara Pilpres 
oleh KPU
Di Kec Bontonompo Kab Gowa
Mana foto capres cawapres 02?
Luar Biasa KPU Gowa
Kalian sudah mencederai demokrasi",28265.jpg,penjelasan kpu gowa terkait baliho surat suara yang tidak mencantumkan foto capres-cawapres prabowo-sandi hari ini pemasangan baliho contoh surat suara pilpres oleh kpu di kec bontonompo kab gowa mana foto capres cawapres 02? luar biasa kpu gowa kalian sudah mencederai demokrasi,jelas kpu gowa kait baliho surat suara cantum foto capres cawapres prabowo sandi pasang baliho contoh surat suara pilpres kpu kec bontonompo kab gowa foto capres cawapres 02 kpu gowa cedera demokrasi
129,28353,1,2019-03-15 00:00:00,Masukan Persatuan Tunanetra Indonesia Terkait Braile Surat Suara di Jakarta 80% Salah Semua,"Info dari Pertuni

Ini masukan aja tadi dari Pertuni (persatuan tunanetra Indonesia) yg di Jkt ngecek surat suara yg braile ke KPU ternyata hampir 80% salah semua",28353.jpg,masukan persatuan tunanetra indonesia terkait braile surat suara di jakarta 80% salah semua info dari pertuni ini masukan aja tadi dari pertuni (persatuan tunanetra indonesia) yg di jkt ngecek surat suara yg braile ke kpu ternyata hampir 80% salah semua,masuk satu tunanetra indonesia kait braile surat suara jakarta 80 salah info tun masuk aja tun satu tunanetra indonesia jkt ngecek surat suara braile kpu 80 salah
130,29408,0,2018-09-25 00:00:00,Kementan Bantah Siluet Wajah yang Ada Dibungkus Plastik Bertuliskan Beras Segar dan Toko Tani Indonesia ialah Presiden Jokowi,"“Gambar atau foto yang tertera pada kemasan beras Toko Tani Indonesia adalah bukan foto Presiden RI Bapak Jokowi. Itu foto model staf Kementan di Biro Umum dan Pengadaan Kementan, Mas Agus Faizal,” kata Kepala Biro Humas dan Informasi Publik Kementan, Kuntoro Boga Andri, Selasa (25/9).",29408.jpg,"kementan bantah siluet wajah yang ada dibungkus plastik bertuliskan beras segar dan toko tani indonesia ialah presiden jokowi “gambar atau foto yang tertera pada kemasan beras toko tani indonesia adalah bukan foto presiden ri bapak jokowi. itu foto model staf kementan di biro umum dan pengadaan kementan, mas agus faizal,” kata kepala biro humas dan informasi publik kementan, kuntoro boga andri, selasa (25/9).",tan bantah siluet wajah bungkus plastik tulis beras segar toko tani indonesia presiden jokowi gambar foto tera kemas beras toko tani indonesia foto presiden ri jokowi foto model staf tan biro ada tan mas agus faizal kepala biro humas informasi publik tan kuntoro boga andri selasa 259
131,29684,0,15-Agu-18,Dinkes Aceh Membantah Atas Isu Pelajar Lumpuh Setelah Vaksin MR,"“Itu secara kebetulan. Tidak berhubungan dengan imunisasi. Ini penyakit sendiri bukan efek dari vaksin MR,” ujarnya.",29684.jpg,"dinkes aceh membantah atas isu pelajar lumpuh setelah vaksin mr “itu secara kebetulan. tidak berhubungan dengan imunisasi. ini penyakit sendiri bukan efek dari vaksin mr,” ujarnya.",dinkes aceh ban isu ajar lumpuh vaksin mr hubung imunisasi sakit efek vaksin mr
132,29960,1,2018-07-03 00:00:00,Hasil Scanning Port Bolong,"KPU harusnya punya server sendiri. Ini bawa2 ITB, Moratel.. Gimana pemilu berikutnya…",29960.png,"hasil scanning port bolong kpu harusnya punya server sendiri. ini bawa2 itb, moratel.. gimana pemilu berikutnya…",hasil scanning port bolong kpu server bawa itb moratel gimana milu
133,29986,1,2018-06-29 00:00:00,REKRUTMEN PT PINDAD,Sehubungan dengan rekrutmen calon karyawan pada pt pindad untuk wilayah kerja meliputi Region Sulawesi,29986.png,rekrutmen pt pindad sehubungan dengan rekrutmen calon karyawan pada pt pindad untuk wilayah kerja meliputi region sulawesi,rekruitmen pt pindad hubung rekruitmen calon karyawan pt pindad wilayah kerja liput region sulawesi
134,29994,0,2018-06-29 00:00:00,: Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria Pada Piala Dunia 2018,: Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria Pada Piala Dunia 2018,29994.jpg,: maradona bantah kabar dirinya meninggal usai laga argentina vs nigeria pada piala dunia 2018 : maradona bantah kabar dirinya meninggal usai laga argentina vs nigeria pada piala dunia 2018,maradona bantah kabar tinggal laga argentina vs nigeria piala dunia 2018 maradona bantah kabar tinggal laga argentina vs nigeria piala dunia 2018
135,30503,1,2018-03-23 00:00:00,"Mark Zuckerberg, CEO Facebook, Menemukan Kata BFF","Test FB tmn2 disini……
 
 Mark Zuckerberg, CEO Facebook, menemukan kata BFF, untuk memastikan akun anda aman di facebook. Ketik Bff di komentar,
 Jika terlihat hijau, akun anda dilindungi.
 Jika tidak muncul dalam warna hijau, ubah kata sandi anda segera karena mungkin diretas oleh seseorang.
 # Copied",30503.png,"mark zuckerberg, ceo facebook, menemukan kata bff test fb tmn2 disini…… mark zuckerberg, ceo facebook, menemukan kata bff, untuk memastikan akun anda aman di facebook. ketik bff di komentar, jika terlihat hijau, akun anda dilindungi. jika tidak muncul dalam warna hijau, ubah kata sandi anda segera karena mungkin diretas oleh seseorang. # copied",mark zuckerberg ceo facebook temu bff test fb teman mark zuckerberg ceo facebook temu bff akun aman facebook ketik bff komentar hijau akun lindung muncul warna hijau ubah sandi retas copied
136,30622,0,2018-03-04 00:00:00,Penjelasan Terkait Berita Muslim Cyber Army yang Tidak Sesuai Standar,"Berdasarkan peninjauan internal redaksi, ditemukan fakta bahwa editor terburu-buru dalam mengunggah artikel tersebut. Sehingga, mengabaikan standar yang ditentukan terutama terkait dengan cover bothside. Termasuk, untuk selektif dalam mencari narasumber karena telah menjadikan akun anonim sebagai rujukan utama.",30622.png,"penjelasan terkait berita muslim cyber army yang tidak sesuai standar berdasarkan peninjauan internal redaksi, ditemukan fakta bahwa editor terburu-buru dalam mengunggah artikel tersebut. sehingga, mengabaikan standar yang ditentukan terutama terkait dengan cover bothside. termasuk, untuk selektif dalam mencari narasumber karena telah menjadikan akun anonim sebagai rujukan utama.",jelas kait berita muslim cyber army sesuai standar dasar tinjau internal redaksi temu fakta editor buru buru unggah artikel abai standar tentu kait cover bothside selektif cari narasumber jadi akun anonim rujuk utama
137,30669,0,2018-02-27 00:00:00,"Teror Kiai di Ponpes Kediri Hoax, Ini Cerita Sebenarnya","Teror Kiai di Ponpes Kediri Hoax, Ini Cerita Sebenarnya",30669.png,"teror kiai di ponpes kediri hoax, ini cerita sebenarnya teror kiai di ponpes kediri hoax, ini cerita sebenarnya",teror kiai ponpes diri hoax cerita teror kiai ponpes diri hoax cerita
138,30763,0,2018-02-08 00:00:00,Penganiayaan Ulama di Bogor,"Utk Kesekian kalinya terjadi Penganiayaan thdp Ulama2 di JaBar…😖😢
 Hr ini Ulama Bogor, Ust.sulaiman dibacok orang gila di bogor…😤
 Umat ISLAM Rapatkan Barisan.. Always Waspada…💪🏻💪🏻💪🏻
 #Waspada
 #SaveUlama
 #HasbunallahWanimalWakiiil…🙏😭",30763.png,"penganiayaan ulama di bogor utk kesekian kalinya terjadi penganiayaan thdp ulama2 di jabar…😖😢 hr ini ulama bogor, ust.sulaiman dibacok orang gila di bogor…😤 umat islam rapatkan barisan.. always waspada…💪🏻💪🏻💪🏻 #waspada #saveulama #hasbunallahwanimalwakiiil…🙏😭",aniaya ulama bogor sekian kali aniaya ulama jabar confounded face crying face hr ulama bogor ust sulaiman bacok orang gila bogor face steam nose ummat islam rapat baris waspada flexed biceps light skin tone flexed biceps light skin tone flexed biceps light skin tone waspada saveulama hasbunallahwanimalwakiiil folded hands loudly crying face
139,30842,0,2018-01-26 00:00:00,Bahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran Pernapasan,Bahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran Pernapasan,30842.jpg,bahaya makan rambutan sambil minum teh manis sebabkan penyumbatan saluran pernapasan bahaya makan rambutan sambil minum teh manis sebabkan penyumbatan saluran pernapasan,bahaya makan rambutan minum teh manis sebab sumbat salur napas bahaya makan rambutan minum teh manis sebab sumbat salur napas
